Product Name,Price
Nexus Mobile Token Card,Rs 200.00
Keells Gift Vouchers 2500/=,"Rs 2,500.00"
Keells Gift Vouchers 1000/=,"Rs 1,000.00"
Keells Gift Vouchers 500/=,Rs 500.00
Keells Gift Vouchers 250/=,Rs 250.00
Keells Gift Vouchers 5000/=,"Rs 5,000.00"
Keells Gift Vouchers 1500/=,"Rs 1,500.00"
Avurudu Essential Pack,"Rs 3,531.00"
